agent_id,agent_type,model_architecture,deployment_environment,task_category,task_complexity,autonomy_level,success_rate,accuracy_score,efficiency_score,execution_time_seconds,response_latency_ms,memory_usage_mb,cpu_usage_percent,cost_per_task_cents,human_intervention_required,error_recovery_rate,multimodal_capability,edge_compatibility,privacy_compliance_score,bias_detection_score,timestamp,data_quality_score,performance_index,cost_efficiency_ratio,autonomous_capability_score
AG_01012,Project Manager,PaLM-2,Server,Text Processing,5,3,0.4788,0.6455,0.6573,22.42,383.35,308.9,53.1,0.0106,TRUE,0.4999,FALSE,FALSE,0.939,0.8061,2024-12-24 04:16:15,0.951,0.58236,50.20344827586210,64.993
AG_00758,Marketing Assistant,Mixtral-8x7B,Hybrid,Decision Making,6,5,0.4833,0.566,0.5844,9.3,127.38,372.4,84.9,0.0068,TRUE,0.558,FALSE,FALSE,0.8281,0.7816,2024-12-24 04:16:15,0.7822,0.53844,69.03076923076920,89.06
AG_00966,QA Tester,Mixtral-8x7B,Server,Communication,2,4,0.8116,0.8395,0.765,10.37,2185.27,183.3,45.9,0.0053,FALSE,0.9196,FALSE,FALSE,0.745,0.8214,2024-12-24 04:16:15,0.7621,0.80599,127.93492063492100,124.372
AG_00480,Code Assistant,CodeT5+,Hybrid,Creative Writing,8,6,0.3574,0.4888,0.4742,43.85,1847.43,488.2,75.3,0.0195,TRUE,0.3809,TRUE,FALSE,0.9653,0.8684,2024-12-24 04:16:15,0.8117,0.43186000000000000,21.06634146341460,86.663
AG_01050,QA Tester,Falcon-180B,Edge,Planning & Scheduling,3,4,0.5706,0.7137,0.7209,23.02,254.3,278.4,15.1,0.0105,TRUE,0.6717,FALSE,TRUE,0.9042,0.8417,2024-12-24 04:16:15,0.7762,0.65862,57.27130434782610,87.019
AG_00037,Email Manager,Transformer-XL,Edge,Communication,5,7,0.5125,0.5315,0.6546,11.04,352.82,346.3,66.5,0.0071,TRUE,0.6045,FALSE,TRUE,0.8171,0.9265,2024-12-24 04:16:15,0.9492,0.5608300000000000,69.23827160493830,112.315
AG_00069,Project Manager,InstructGPT,Desktop,Text Processing,4,2,0.6605,0.728,0.712,14.93,674.7,326.1,62.6,0.0082,TRUE,0.6991,FALSE,FALSE,0.739,0.8922,2024-12-24 04:16:15,0.9764,0.6962000000000000,75.67391304347830,68.93700000000000
AG_03286,Sales Assistant,GPT-4o,Edge,Creative Writing,8,8,0.3,0.4,0.4925,48.55,517.5,506.7,87.6,0.0213,TRUE,0.3682,TRUE,TRUE,0.9789,0.7308,2024-12-24 04:16:16,0.7716,0.38775,17.387892376681600,105.774
AG_01522,Project Manager,LLaMA-3,Edge,Learning & Adaptation,8,8,0.301,0.4148,0.4506,122.3,955.46,524.6,74.5,0.046,TRUE,0.3322,FALSE,TRUE,0.9223,0.9319,2024-12-24 04:16:16,0.955,0.38002,8.085531914893620,103.254
AG_01927,Customer Service,Claude-3.5,Hybrid,Research & Summarization,7,6,0.5196,0.5161,0.5407,47.62,1236.88,503.7,71.5,0.0209,TRUE,0.6036,FALSE,TRUE,0.9388,0.7862,2024-12-24 04:16:16,0.9727,0.52488,23.967123287671200,102.25200000000000
AG_01509,Document Processor,Transformer-XL,Edge,Decision Making,5,7,0.5192,0.6209,0.5956,35.85,986.52,316.2,57.0,0.0151,TRUE,0.5542,FALSE,TRUE,0.9262,0.7354,2024-12-24 04:16:16,0.9418,0.57263,35.56708074534160,108.79400000000000
AG_02958,Sales Assistant,Transformer-XL,Cloud,Planning & Scheduling,3,5,0.6438,0.693,0.6946,39.15,442.2,266.1,39.6,0.0157,TRUE,0.693,FALSE,FALSE,0.8714,0.9121,2024-12-24 04:16:16,0.8949,0.6738,40.34730538922160,98.51000000000000
AG_03456,Customer Service,Claude-3.5,Mobile,Planning & Scheduling,4,5,0.6147,0.7148,0.6557,39.81,2117.33,355.2,39.0,0.0168,TRUE,0.6601,FALSE,TRUE,0.8433,0.6423,2024-12-24 04:16:16,0.8495,0.65703,36.91179775280900,96.207
AG_04860,Translation Agent,Mixtral-8x7B,Hybrid,Creative Writing,5,6,0.4558,0.5894,0.6593,42.46,597.04,304.7,46.6,0.0172,TRUE,0.5822,FALSE,TRUE,0.8351,0.71,2024-12-24 04:16:16,0.7919,0.55693,30.60054945054950,100.754
AG_04181,Document Processor,CodeT5+,Mobile,Data Analysis,8,10,0.3414,0.5009,0.5439,99.87,373.95,464.5,92.1,0.0379,TRUE,0.4561,TRUE,TRUE,0.7877,0.7237,2024-12-24 04:16:16,0.7935,0.45000000000000000,11.568123393316200,131.927
AG_04531,HR Recruiter,InstructGPT,Edge,Communication,3,4,0.6555,0.7266,0.7687,23.68,271.04,305.0,16.7,0.0109,TRUE,0.7632,FALSE,TRUE,0.8454,0.7512,2024-12-24 04:16:16,0.9606,0.71079,59.73025210084030,93.424
AG_04649,Code Assistant,Claude-3.5,Server,Text Processing,7,6,0.3949,0.5681,0.4982,15.99,1102.45,444.3,74.9,0.0098,TRUE,0.5419,FALSE,FALSE,0.9493,0.7267,2024-12-24 04:16:16,0.9487,0.47785000000000000,44.24537037037040,97.933
AG_03789,Customer Service,CodeT5+,Edge,Creative Writing,3,3,0.7581,0.7492,0.7778,36.22,1538.73,304.1,32.4,0.0151,FALSE,0.8915,TRUE,TRUE,0.7473,0.949,2024-12-24 04:16:16,0.9353,0.76134,47.28819875776400,112.405
AG_01302,Content Creator,Transformer-XL,Mobile,Problem Solving,7,8,0.3596,0.455,0.5105,91.31,216.62,431.0,66.0,0.0347,TRUE,0.4095,FALSE,TRUE,0.9092,0.8157,2024-12-24 04:16:16,0.951,0.43349000000000000,12.142577030812300,108.66500000000000
AG_03783,Task Planner,InstructGPT,Cloud,Code Generation,5,6,0.6128,0.6743,0.7004,58.69,900.35,367.7,62.1,0.0232,TRUE,0.654,FALSE,FALSE,0.7261,0.8931,2024-12-24 04:16:16,0.8532,0.65753,27.170661157024800,105.78
AG_04592,Project Manager,PaLM-2,Edge,Text Processing,5,4,0.5154,0.5883,0.683,11.45,3981.0,355.6,57.0,0.0074,TRUE,0.5626,FALSE,TRUE,0.7682,0.9494,2024-12-24 04:16:16,0.9456,0.58755,69.94642857142860,79.382
AG_03196,HR Recruiter,InstructGPT,Server,Research & Summarization,7,5,0.3457,0.5763,0.5748,53.2,816.49,417.8,69.7,0.0219,TRUE,0.3616,TRUE,FALSE,0.739,0.7845,2024-12-24 04:16:16,0.7902,0.48361000000000000,21.118340611353700,75.312
AG_02096,QA Tester,PaLM-2,Edge,Problem Solving,8,7,0.3071,0.4806,0.4605,78.8,117.75,505.4,93.4,0.0313,TRUE,0.3282,FALSE,TRUE,0.8498,0.7355,2024-12-24 04:16:16,0.9189,0.40517000000000000,12.543962848297200,92.974
AG_02527,Document Processor,Falcon-180B,Hybrid,Problem Solving,9,10,0.3,0.4,0.4676,16.14,344.94,508.7,82.4,0.0105,TRUE,0.4377,FALSE,TRUE,0.8031,0.9209,2024-12-24 04:16:16,0.8474,0.38028000000000000,33.067826086956500,130.639
AG_01238,Data Analyst,LLaMA-3,Edge,Research & Summarization,5,4,0.5771,0.5895,0.6144,49.63,502.84,389.0,60.6,0.0204,TRUE,0.6989,FALSE,TRUE,0.9408,0.8504,2024-12-24 04:16:16,0.9577,0.5920100000000000,27.66401869158880,88.923
AG_04306,Task Planner,Mixtral-8x7B,Edge,Problem Solving,7,5,0.4213,0.5183,0.5366,80.06,1285.82,500.4,74.9,0.0317,TRUE,0.5528,FALSE,TRUE,0.7416,0.8038,2024-12-24 04:16:16,0.9531,0.48499000000000000,14.831498470948000,88.696
AG_04718,Sales Assistant,Gemini-Pro,Hybrid,Communication,3,2,0.7677,0.7011,0.7382,26.63,1550.1,265.1,40.5,0.0115,FALSE,0.8603,FALSE,TRUE,0.8002,0.7126,2024-12-24 04:16:16,0.8314,0.73887,59.1096,100.221
AG_04040,Code Assistant,LLaMA-3,Edge,Planning & Scheduling,7,8,0.4361,0.431,0.5759,30.77,1682.61,447.7,71.2,0.0147,TRUE,0.5538,FALSE,TRUE,0.7849,0.622,2024-12-24 04:16:16,0.7897,0.47651,30.35095541401270,118.76600000000000
AG_01883,Financial Advisor,Falcon-180B,Edge,Learning & Adaptation,8,9,0.3423,0.4078,0.4731,94.99,1031.78,506.8,82.7,0.0367,TRUE,0.4844,FALSE,TRUE,0.9093,0.791,2024-12-24 04:16:16,0.8079,0.40119,10.641644562334200,123.908
AG_04730,Code Assistant,Claude-3.5,Server,Problem Solving,9,8,0.3,0.4029,0.5009,114.32,1502.12,556.0,96.3,0.0437,TRUE,0.3564,FALSE,TRUE,0.9451,0.6271,2024-12-24 04:16:16,0.9255,0.39114000000000000,8.750335570469800,104.94800000000000
AG_02797,Content Creator,LLaMA-3,Mobile,Text Processing,5,5,0.5346,0.6417,0.631,5.66,1260.69,340.7,67.5,0.0053,TRUE,0.6524,FALSE,TRUE,0.8131,0.6322,2024-12-24 04:16:16,0.9408,0.59565,94.54761904761910,95.668
AG_03669,Data Analyst,InstructGPT,Mobile,Creative Writing,8,6,0.3,0.4139,0.5487,16.07,679.35,526.1,93.8,0.0106,TRUE,0.4192,FALSE,TRUE,0.7693,0.6479,2024-12-24 04:16:16,0.8714,0.40878,35.23965517241380,89.344
AG_02375,Customer Service,GPT-4o,Mobile,Research & Summarization,8,6,0.3765,0.4684,0.488,50.96,578.09,464.1,74.5,0.0216,TRUE,0.4558,FALSE,TRUE,0.7644,0.6472,2024-12-24 04:16:16,0.9548,0.43752,19.35929203539820,91.906
AG_01884,Document Processor,GPT-4o,Desktop,Creative Writing,4,6,0.6229,0.7183,0.7029,30.72,1369.0,318.4,54.9,0.0134,TRUE,0.6695,TRUE,TRUE,0.8234,0.726,2024-12-24 04:16:16,0.8991,0.67552,46.91111111111110,106.86500000000000
AG_03408,Email Manager,Claude-3.5,Cloud,Problem Solving,8,6,0.3939,0.4143,0.5447,57.68,1854.36,498.3,96.5,0.0242,TRUE,0.4648,FALSE,FALSE,0.7257,0.6859,2024-12-24 04:16:16,0.8972,0.44526,17.669047619047600,92.536
AG_01005,Social Media Manager,Gemini-Pro,Desktop,Learning & Adaptation,8,8,0.3,0.4915,0.4831,90.17,932.87,558.4,90.3,0.0356,TRUE,0.4031,FALSE,FALSE,0.7897,0.6696,2024-12-25 04:16:15,0.9466,0.41238000000000000,11.267213114754100,108.217
AG_00893,Research Assistant,Transformer-XL,Mobile,Creative Writing,6,5,0.4735,0.5349,0.5387,51.71,115.43,415.1,76.2,0.0214,TRUE,0.6143,TRUE,TRUE,0.7887,0.829,2024-12-25 04:16:15,0.7684,0.5114800000000000,22.83392857142860,93.001
AG_00574,Task Planner,Falcon-180B,Hybrid,Data Analysis,5,7,0.4336,0.614,0.6493,35.82,1044.21,339.1,68.5,0.0153,TRUE,0.4598,FALSE,FALSE,0.7902,0.941,2024-12-25 04:16:15,0.9769,0.55243,33.89141104294480,102.186
AG_00983,Project Manager,Transformer-XL,Mobile,Text Processing,2,1,0.7126,0.7875,0.7476,21.24,400.89,228.6,40.6,0.0094,FALSE,0.817,FALSE,TRUE,0.7669,0.6415,2024-12-25 04:16:15,0.9503,0.7455700000000000,71.68942307692310,87.19
AG_00385,Project Manager,Mixtral-8x7B,Hybrid,Text Processing,4,4,0.5708,0.6586,0.6718,15.48,243.88,294.5,47.6,0.0081,TRUE,0.6987,FALSE,TRUE,0.8566,0.7802,2024-12-25 04:16:15,0.7729,0.6274400000000000,68.94945054945050,88.90900000000000
AG_03869,Project Manager,CodeT5+,Edge,Data Analysis,4,5,0.7428,0.7113,0.6714,82.71,1221.39,310.5,62.9,0.0307,FALSE,0.8396,FALSE,TRUE,0.7974,0.9037,2024-12-25 04:16:16,0.7701,0.71193,22.458359621451100,128.772
AG_01489,Code Assistant,Falcon-180B,Hybrid,Learning & Adaptation,9,7,0.3,0.4174,0.4172,57.43,2207.44,528.6,87.2,0.0244,TRUE,0.3701,FALSE,FALSE,0.9379,0.7145,2024-12-25 04:16:16,0.8281,0.37038,14.581889763779500,95.907
AG_04769,Financial Advisor,InstructGPT,Edge,Data Analysis,8,8,0.3624,0.4423,0.5384,69.26,1551.07,494.5,79.1,0.028,TRUE,0.4904,FALSE,TRUE,0.9244,0.7478,2024-12-25 04:16:16,0.9644,0.43917,15.143793103448300,114.328
AG_03574,HR Recruiter,GPT-4o,Desktop,Planning & Scheduling,4,6,0.6506,0.6987,0.7492,16.27,163.02,273.8,52.4,0.0082,TRUE,0.6772,FALSE,FALSE,0.8679,0.6414,2024-12-25 04:16:16,0.9214,0.69461,75.50108695652170,107.404
AG_01865,Research Assistant,PaLM-2,Server,Code Generation,7,6,0.415,0.5088,0.5153,45.05,300.02,427.2,64.0,0.0193,TRUE,0.4267,FALSE,FALSE,0.7965,0.7047,2024-12-25 04:16:16,0.9054,0.47323000000000000,23.31182266009850,89.869
AG_02871,Sales Assistant,Transformer-XL,Mobile,Learning & Adaptation,10,10,0.3,0.4,0.3596,138.84,1662.15,614.7,93.6,0.0524,TRUE,0.313,FALSE,TRUE,0.8499,0.6051,2024-12-25 04:16:16,0.8521,0.34788000000000000,6.514606741573030,121.91
AG_01722,Document Processor,LLaMA-3,Server,Text Processing,4,4,0.605,0.6582,0.6959,18.26,651.68,269.4,47.3,0.0088,TRUE,0.6431,FALSE,FALSE,0.9105,0.6536,2024-12-25 04:16:16,0.841,0.64823,66.14591836734690,85.017
AG_01267,HR Recruiter,Claude-3.5,Server,Code Generation,3,5,0.8365,0.7362,0.751,53.02,423.49,257.0,35.1,0.0202,FALSE,0.95,FALSE,FALSE,0.8852,0.7137,2024-12-25 04:16:16,0.8688,0.7807600000000000,36.828301886792400,136.5
AG_01224,Sales Assistant,Transformer-XL,Server,Data Analysis,4,5,0.6598,0.6832,0.6754,39.31,135.35,290.0,55.4,0.016,TRUE,0.6935,FALSE,TRUE,0.7192,0.7685,2024-12-25 04:16:16,0.7889,0.6715000000000000,39.5,98.545
AG_02143,Social Media Manager,CodeT5+,Server,Text Processing,6,6,0.5065,0.5781,0.584,26.66,809.76,401.2,64.7,0.0129,TRUE,0.591,FALSE,FALSE,0.803,0.777,2024-12-25 04:16:16,0.8928,0.55123,39.656834532374100,101.37
AG_03775,QA Tester,GPT-4o,Desktop,Problem Solving,8,10,0.5128,0.4991,0.5406,106.91,144.81,559.2,92.1,0.0412,TRUE,0.6018,FALSE,TRUE,0.7654,0.7166,2024-12-25 04:16:16,0.9572,0.51703,12.251895734597200,142.126
AG_03478,Data Analyst,Mixtral-8x7B,Desktop,Problem Solving,6,4,0.4838,0.5504,0.562,61.02,607.15,384.1,75.6,0.0242,TRUE,0.5805,FALSE,FALSE,0.9484,0.8902,2024-12-25 04:16:16,0.7955,0.52724,20.922222222222200,80.63500000000000
AG_04148,Content Creator,Transformer-XL,Desktop,Creative Writing,6,6,0.4417,0.5908,0.5499,49.73,303.41,385.6,40.9,0.0204,TRUE,0.4563,TRUE,FALSE,0.7471,0.857,2024-12-25 04:16:16,0.8596,0.5188900000000000,24.247196261682200,91.941
AG_03386,Content Creator,Claude-3.5,Desktop,Learning & Adaptation,7,8,0.4055,0.5156,0.5355,107.92,384.46,457.7,83.4,0.0405,TRUE,0.415,FALSE,FALSE,0.9674,0.6179,2024-12-25 04:16:16,0.9629,0.47753,11.506746987951800,109.05
AG_03827,Customer Service,InstructGPT,Desktop,Planning & Scheduling,6,5,0.3726,0.6059,0.6456,31.09,2982.08,424.1,75.6,0.0146,TRUE,0.4059,FALSE,FALSE,0.7482,0.8618,2024-12-25 04:16:16,0.896,0.52449,33.621153846153800,78.413
AG_01929,Social Media Manager,Gemini-Pro,Edge,Data Analysis,8,9,0.3146,0.5061,0.4883,50.78,232.24,514.6,78.8,0.0221,TRUE,0.4456,FALSE,TRUE,0.853,0.7966,2024-12-25 04:16:16,0.7516,0.42416,18.36190476190480,121.19200000000000
AG_00721,Project Manager,Gemini-Pro,Hybrid,Creative Writing,6,5,0.4553,0.5447,0.5878,28.0,303.8,481.7,76.4,0.0142,TRUE,0.5907,FALSE,FALSE,0.9569,0.9257,2024-12-26 04:16:15,0.8122,0.5218700000000000,34.33355263157900,91.349
AG_00423,Task Planner,Falcon-180B,Desktop,Decision Making,5,4,0.5492,0.5903,0.6077,51.92,444.15,303.5,66.6,0.0203,TRUE,0.6153,FALSE,FALSE,0.7729,0.8934,2024-12-26 04:16:15,0.9146,0.57908,27.186854460093900,83.071
AG_00952,Email Manager,PaLM-2,Server,Planning & Scheduling,4,4,0.593,0.6647,0.7039,29.03,1488.9,361.1,49.8,0.0133,TRUE,0.6296,FALSE,FALSE,0.8206,0.7657,2024-12-26 04:16:15,0.9212,0.6477800000000000,45.299300699300700,84.072
AG_00759,Research Assistant,LLaMA-3,Mobile,Decision Making,9,8,0.3,0.4,0.4259,58.02,888.18,577.4,103.6,0.0251,TRUE,0.3582,FALSE,TRUE,0.8053,0.824,2024-12-26 04:16:15,0.8638,0.36777,14.090804597701100,105.074
AG_02065,Data Analyst,Gemini-Pro,Edge,Text Processing,6,5,0.5785,0.6098,0.638,16.46,436.24,441.5,82.0,0.0099,TRUE,0.6407,FALSE,TRUE,0.8043,0.7463,2024-12-26 04:16:16,0.7975,0.6057400000000000,55.57247706422020,94.849
AG_04590,Content Creator,Mixtral-8x7B,Desktop,Creative Writing,4,2,0.523,0.6609,0.682,34.02,899.31,327.5,37.5,0.0146,TRUE,0.6566,FALSE,FALSE,0.7267,0.7591,2024-12-26 04:16:16,0.9117,0.61207,39.23525641025640,65.96200000000000
AG_01702,Social Media Manager,InstructGPT,Hybrid,Problem Solving,8,6,0.3688,0.4253,0.4885,98.28,487.55,479.3,86.7,0.0376,TRUE,0.3844,FALSE,TRUE,0.8307,0.6683,2024-12-26 04:16:16,0.7873,0.42166000000000000,10.923834196891200,86.908
AG_03490,Marketing Assistant,GPT-4o,Edge,Planning & Scheduling,3,5,0.8672,0.8278,0.8123,20.93,4415.7,230.0,49.3,0.0093,FALSE,0.8791,FALSE,TRUE,0.7819,0.698,2024-12-26 04:16:16,0.9166,0.8389100000000000,81.44757281553400,131.537
AG_02407,Task Planner,CodeT5+,Edge,Text Processing,3,2,0.6936,0.724,0.787,33.35,779.52,295.0,35.9,0.0141,TRUE,0.7871,FALSE,TRUE,0.7492,0.8349,2024-12-26 04:16:16,0.9724,0.73074,48.39337748344370,75.09700000000000
AG_01304,Project Manager,Mixtral-8x7B,Edge,Creative Writing,3,4,0.6723,0.8208,0.7265,32.87,163.88,297.6,53.6,0.0139,TRUE,0.7445,FALSE,TRUE,0.725,0.6358,2024-12-26 04:16:16,0.9575,0.7331100000000000,49.20201342281880,92.11500000000000
AG_01128,Sales Assistant,CodeT5+,Edge,Data Analysis,7,8,0.4057,0.5786,0.5578,11.26,292.76,461.4,76.4,0.0084,TRUE,0.4483,FALSE,TRUE,0.768,0.687,2024-12-26 04:16:16,0.8371,0.5032,53.53191489361700,111.381
AG_01328,Financial Advisor,InstructGPT,Edge,Creative Writing,8,7,0.3666,0.4688,0.5151,17.94,254.65,473.1,87.1,0.0107,TRUE,0.5102,FALSE,TRUE,0.8284,0.6729,2024-12-26 04:16:16,0.9126,0.44181,37.761538461538500,105.714
AG_03786,Customer Service,InstructGPT,Desktop,Learning & Adaptation,8,9,0.3399,0.5077,0.4782,56.33,543.61,489.6,103.7,0.0237,TRUE,0.4519,FALSE,FALSE,0.8996,0.8303,2024-12-26 04:16:16,0.9579,0.43173000000000000,17.478947368421100,121.63300000000000
AG_04678,Social Media Manager,Transformer-XL,Server,Code Generation,3,4,0.7431,0.7638,0.6711,52.89,1154.53,265.0,59.1,0.0203,FALSE,0.7487,FALSE,FALSE,0.7427,0.704,2024-12-26 04:16:16,0.8949,0.7277100000000000,34.16478873239440,112.40900000000000
AG_01529,Social Media Manager,LLaMA-3,Hybrid,Learning & Adaptation,7,6,0.4169,0.4753,0.5689,87.04,1051.03,444.1,68.8,0.0335,TRUE,0.5489,FALSE,FALSE,0.7713,0.6102,2024-12-26 04:16:16,0.8699,0.48002,13.913623188405800,98.423
AG_02234,Sales Assistant,Claude-3.5,Desktop,Data Analysis,5,5,0.4652,0.6604,0.6383,70.31,671.23,389.6,60.0,0.0273,TRUE,0.5501,TRUE,FALSE,0.8762,0.6177,2024-12-26 04:16:16,0.8168,0.57569,20.342402826855100,88.507
AG_01918,Data Analyst,GPT-4o,Server,Decision Making,7,8,0.3834,0.5289,0.5631,36.53,473.73,445.4,78.0,0.0166,TRUE,0.3909,FALSE,FALSE,0.755,0.6737,2024-12-26 04:16:16,0.9784,0.48096000000000000,27.327272727272700,107.363
AG_01605,Task Planner,PaLM-2,Server,Communication,6,8,0.4856,0.5723,0.5887,7.39,1309.82,377.3,54.1,0.0062,TRUE,0.6011,FALSE,FALSE,0.9719,0.9486,2024-12-26 04:16:16,0.8054,0.54254,75.35277777777780,122.077
AG_01540,Research Assistant,GPT-4o,Hybrid,Creative Writing,4,2,0.6782,0.6853,0.7123,29.57,1160.39,255.6,54.0,0.0124,TRUE,0.8232,TRUE,FALSE,0.9376,0.908,2024-12-26 04:16:16,0.8558,0.6905600000000000,51.53432835820900,77.624
AG_03014,Data Analyst,Gemini-Pro,Mobile,Creative Writing,8,10,0.4372,0.4322,0.5064,37.44,414.08,567.9,82.6,0.0182,TRUE,0.5791,TRUE,TRUE,0.8212,0.7298,2024-12-26 04:16:16,0.9586,0.45646,23.77395833333330,140.537
AG_04503,Project Manager,CodeT5+,Desktop,Problem Solving,9,10,0.3,0.4266,0.4344,111.41,2393.87,507.2,77.2,0.0422,TRUE,0.3974,FALSE,TRUE,0.7525,0.8435,2024-12-26 04:16:16,0.8942,0.37830000000000000,8.756944444444440,127.818
AG_01871,QA Tester,CodeT5+,Mobile,Text Processing,5,7,0.5367,0.6434,0.6307,31.17,3690.15,355.6,63.4,0.0139,TRUE,0.6114,FALSE,TRUE,0.953,0.8161,2024-12-26 04:16:16,0.9467,0.5969100000000000,40.06107382550340,112.798
AG_01500,Document Processor,PaLM-2,Mobile,Code Generation,7,8,0.4634,0.4645,0.5994,59.93,264.36,436.8,78.0,0.0243,TRUE,0.6061,FALSE,TRUE,0.9327,0.667,2024-12-26 04:16:16,0.8267,0.50453,19.941897233201600,122.42700000000000
AG_02380,Research Assistant,Mixtral-8x7B,Edge,Data Analysis,4,2,0.607,0.666,0.7166,79.21,1508.29,303.4,37.8,0.0294,TRUE,0.6202,TRUE,TRUE,0.9048,0.6754,2024-12-26 04:16:16,0.8529,0.65758,21.63092105263160,63.414